學生,老師,學校,性別,書本數,女性比率,社經地位,閱讀成績
 517, 2001, 20,男,63,0.52,差不多,654.53209
 518, 2001, 20,男,63,0.52,差不多,596.56492
 519, 2001, 20,男,63,0.52,差不多,538.46811
 520, 2001, 20,男,63,0.52,差不多,605.79018
 521, 2001, 20,男,18,0.52,差不多,549.34819
 522, 2001, 20,男,5,0.52,差不多,571.34994
 523, 2001, 20,女,18,0.52,差不多,731.26683
 524, 2001, 20,女,18,0.52,差不多,632.00224
 525, 2001, 20,女,18,0.52,差不多,552.85178
 526, 2001, 20,女,63,0.52,差不多,608.68927
 527, 2001, 20,女,63,0.52,差不多,608.51269
 528, 2001, 20,女,63,0.52,差不多,528.88099
 529, 2001, 20,女,18,0.52,差不多,539.86249
 530, 2001, 20,女,5,0.52,差不多,511.45613
 531, 2001, 20,女,18,0.52,差不多,607.80067
 532, 2001, 20,女,5,0.52,差不多,454.55037
 533, 2001, 20,女,151,0.52,差不多,445.45522
 534, 2001, 20,女,18,0.52,差不多,526.17847
 535, 2001, 20,女,151,0.52,差不多,593.34792
 536, 2101, 21,男,5,0.35,富有多,482.45684
 537, 2101, 21,男,5,0.35,富有多,517.28705
 538, 2101, 21,男,5,0.35,富有多,462.81661
 540, 2101, 21,男,63,0.35,富有多,490.5411
 541, 2101, 21,男,63,0.35,富有多,624.95341
 542, 2101, 21,男,5,0.35,富有多,497.5536
 543, 2101, 21,男,63,0.35,富有多,652.59444
 544, 2101, 21,男,5,0.35,富有多,571.05995
 545, 2101, 21,男,5,0.35,富有多,368.04835
 546, 2101, 21,男,251,0.35,富有多,520.63638
 547, 2101, 21,男,63,0.35,富有多,566.37622
 548, 2101, 21,男,63,0.35,富有多,539.02277
 549, 2101, 21,男,18,0.35,富有多,384.44087
 550, 2101, 21,女,18,0.35,富有多,550.94379
 551, 2101, 21,女,63,0.35,富有多,666.5243
 552, 2101, 21,女,18,0.35,富有多,466.98229
 553, 2101, 21,女,63,0.35,富有多,645.29214
 554, 2101, 21,女,63,0.35,富有多,598.23122
 555, 2101, 21,女,63,0.35,富有多,449.06652
 556, 2101, 21,女,251,0.35,富有多,654.59372
 557, 2201, 22,男,5,0.444444444444444,差不多,538.14866
 558, 2201, 22,男,18,0.444444444444444,差不多,629.21839
 559, 2201, 22,男,151,0.444444444444444,差不多,558.02401
 560, 2201, 22,男,5,0.444444444444444,差不多,502.69163
 561, 2201, 22,男,5,0.444444444444444,差不多,500.89028
 562, 2201, 22,男,18,0.444444444444444,差不多,496.95132
 563, 2201, 22,男,151,0.444444444444444,差不多,538.34572
 564, 2201, 22,男,18,0.444444444444444,差不多,527.45917
 565, 2201, 22,男,63,0.444444444444444,差不多,608.90149
 566, 2201, 22,男,151,0.444444444444444,差不多,639.56941
 567, 2201, 22,男,63,0.444444444444444,差不多,673.40224
 568, 2201, 22,男,63,0.444444444444444,差不多,625.64225
 569, 2201, 22,男,63,0.444444444444444,差不多,640.10407
 570, 2201, 22,男,18,0.444444444444444,差不多,431.47155
 571, 2201, 22,男,63,0.444444444444444,差不多,527.77591
 572, 2201, 22,女,251,0.444444444444444,差不多,652.89978
 573, 2201, 22,女,151,0.444444444444444,差不多,623.69059
 574, 2201, 22,女,63,0.444444444444444,差不多,573.65061
 575, 2201, 22,女,63,0.444444444444444,差不多,581.60484
 576, 2201, 22,女,151,0.444444444444444,差不多,607.07744
 577, 2201, 22,女,18,0.444444444444444,差不多,567.03405
 578, 2201, 22,女,5,0.444444444444444,差不多,375.85924
 579, 2201, 22,女,63,0.444444444444444,差不多,603.43958
 580, 2201, 22,女,63,0.444444444444444,差不多,615.33103
 581, 2201, 22,女,63,0.444444444444444,差不多,551.20248
 582, 2201, 22,女,151,0.444444444444444,差不多,507.97513
 583, 2201, 22,女,63,0.444444444444444,差不多,615.33094
 584, 2301, 23,男,251,0.428571428571429,富有多,667.91076
 585, 2301, 23,男,251,0.428571428571429,富有多,604.51847
 586, 2301, 23,男,151,0.428571428571429,富有多,642.95264
 587, 2301, 23,男,18,0.428571428571429,富有多,617.86257
 588, 2301, 23,男,151,0.428571428571429,富有多,633.77094
 589, 2301, 23,男,63,0.428571428571429,富有多,605.04348
 590, 2301, 23,男,5,0.428571428571429,富有多,637.8235
 591, 2301, 23,男,63,0.428571428571429,富有多,536.39966
 593, 2301, 23,男,63,0.428571428571429,富有多,670.47978
 594, 2301, 23,男,251,0.428571428571429,富有多,660.65638
 595, 2301, 23,男,63,0.428571428571429,富有多,559.03374
 596, 2301, 23,男,18,0.428571428571429,富有多,633.34379
 597, 2301, 23,男,63,0.428571428571429,富有多,526.70889
 598, 2301, 23,男,151,0.428571428571429,富有多,529.8146
 599, 2301, 23,男,151,0.428571428571429,富有多,617.60127
 600, 2301, 23,男,63,0.428571428571429,富有多,686.97817
 601, 2301, 23,男,251,0.428571428571429,富有多,678.59765
 602, 2301, 23,男,251,0.428571428571429,富有多,598.581
 603, 2301, 23,男,251,0.428571428571429,富有多,635.71748
 604, 2301, 23,男,18,0.428571428571429,富有多,581.13972
 605, 2301, 23,男,63,0.428571428571429,富有多,659.53314
 606, 2301, 23,男,151,0.428571428571429,富有多,685.91405
 607, 2301, 23,男,251,0.428571428571429,富有多,619.77288
 608, 2301, 23,男,251,0.428571428571429,富有多,673.43441
 609, 2301, 23,女,251,0.428571428571429,富有多,625.26021
 610, 2301, 23,女,251,0.428571428571429,富有多,584.56218
 611, 2301, 23,女,151,0.428571428571429,富有多,589.66475
 612, 2301, 23,女,251,0.428571428571429,富有多,667.85454
 613, 2301, 23,女,251,0.428571428571429,富有多,598.79188
 614, 2301, 23,女,63,0.428571428571429,富有多,589.82936
 615, 2301, 23,女,151,0.428571428571429,富有多,654.10928
 616, 2301, 23,女,63,0.428571428571429,富有多,509.90496
 617, 2301, 23,女,251,0.428571428571429,富有多,633.02028
 618, 2301, 23,女,151,0.428571428571429,富有多,574.22507
 619, 2301, 23,女,151,0.428571428571429,富有多,626.56234
 620, 2301, 23,女,63,0.428571428571429,富有多,646.44252
 621, 2301, 23,女,151,0.428571428571429,富有多,562.8764
 622, 2301, 23,女,251,0.428571428571429,富有多,616.90432
 623, 2301, 23,女,151,0.428571428571429,富有多,614.38534
 624, 2301, 23,女,151,0.428571428571429,富有多,651.80997
 625, 2301, 23,女,251,0.428571428571429,富有多,540.11152
 626, 2301, 23,女,63,0.428571428571429,富有多,643.96131
 627, 2302, 23,男,251,0.414634146341463,富有多,608.28453
 628, 2302, 23,男,251,0.414634146341463,富有多,423.91598
 629, 2302, 23,男,151,0.414634146341463,富有多,683.74109
 630, 2302, 23,男,151,0.414634146341463,富有多,638.12247
 631, 2302, 23,男,63,0.414634146341463,富有多,551.70845
 632, 2302, 23,男,251,0.414634146341463,富有多,608.84344
 633, 2302, 23,男,251,0.414634146341463,富有多,657.64852
 634, 2302, 23,男,63,0.414634146341463,富有多,641.61757
 635, 2302, 23,男,5,0.414634146341463,富有多,505.44998
 636, 2302, 23,男,18,0.414634146341463,富有多,630.5724
 637, 2302, 23,男,151,0.414634146341463,富有多,668.13448
 638, 2302, 23,男,63,0.414634146341463,富有多,595.13672
 639, 2302, 23,男,18,0.414634146341463,富有多,623.88272
 640, 2302, 23,男,63,0.414634146341463,富有多,655.63861
 641, 2302, 23,男,251,0.414634146341463,富有多,629.4794
 642, 2302, 23,男,63,0.414634146341463,富有多,633.51534
 643, 2302, 23,男,151,0.414634146341463,富有多,557.97078
 644, 2302, 23,男,251,0.414634146341463,富有多,639.73884
 645, 2302, 23,男,63,0.414634146341463,富有多,624.11475
 646, 2302, 23,男,63,0.414634146341463,富有多,508.3851
 647, 2302, 23,男,18,0.414634146341463,富有多,604.46757
 648, 2302, 23,男,251,0.414634146341463,富有多,668.70489
 649, 2302, 23,男,151,0.414634146341463,富有多,643.22582
 650, 2302, 23,男,251,0.414634146341463,富有多,578.91991
 651, 2302, 23,女,63,0.414634146341463,富有多,651.36639
 652, 2302, 23,女,251,0.414634146341463,富有多,679.2634
 653, 2302, 23,女,151,0.414634146341463,富有多,654.11672
 654, 2302, 23,女,63,0.414634146341463,富有多,636.33445
 655, 2302, 23,女,63,0.414634146341463,富有多,638.54112
 656, 2302, 23,女,5,0.414634146341463,富有多,594.50372
 657, 2302, 23,女,63,0.414634146341463,富有多,564.42727
 658, 2302, 23,女,18,0.414634146341463,富有多,561.86405
 659, 2302, 23,女,251,0.414634146341463,富有多,584.61579
 660, 2302, 23,女,63,0.414634146341463,富有多,670.97513
 661, 2302, 23,女,18,0.414634146341463,富有多,617.98843
 662, 2302, 23,女,151,0.414634146341463,富有多,625.86066
 663, 2302, 23,女,63,0.414634146341463,富有多,561.12605
 664, 2302, 23,女,151,0.414634146341463,富有多,575.04779
 665, 2302, 23,女,151,0.414634146341463,富有多,636.13468
 666, 2302, 23,女,63,0.414634146341463,富有多,562.29642
 667, 2302, 23,女,151,0.414634146341463,富有多,519.60713
 668, 2401, 24,男,18,0.55,弱勢多,543.03631
 669, 2401, 24,男,63,0.55,弱勢多,501.67716
 670, 2401, 24,男,18,0.55,弱勢多,524.94212
 671, 2401, 24,男,5,0.55,弱勢多,582.26702
 672, 2401, 24,男,5,0.55,弱勢多,443.80939
 673, 2401, 24,男,5,0.55,弱勢多,387.13005
 674, 2401, 24,男,63,0.55,弱勢多,525.29432
 675, 2401, 24,男,18,0.55,弱勢多,580.24127
 676, 2401, 24,男,63,0.55,弱勢多,563.12243
 678, 2401, 24,女,18,0.55,弱勢多,550.08175
 679, 2401, 24,女,18,0.55,弱勢多,531.0753
 680, 2401, 24,女,5,0.55,弱勢多,508.32298
 681, 2401, 24,女,5,0.55,弱勢多,499.59664
 682, 2401, 24,女,63,0.55,弱勢多,584.79247
 683, 2401, 24,女,5,0.55,弱勢多,554.78808
 684, 2401, 24,女,5,0.55,弱勢多,542.15988
 685, 2401, 24,女,63,0.55,弱勢多,544.06807
 686, 2401, 24,女,251,0.55,弱勢多,461.68623
 687, 2401, 24,女,63,0.55,弱勢多,577.59507
 688, 2401, 24,女,18,0.55,弱勢多,470.77887
 689, 2501, 25,男,151,0.391304347826087,差不多,580.70542
 690, 2501, 25,男,63,0.391304347826087,差不多,646.82514
 691, 2501, 25,男,251,0.391304347826087,差不多,613.59353
 692, 2501, 25,男,63,0.391304347826087,差不多,479.20392
 693, 2501, 25,男,63,0.391304347826087,差不多,553.38645
 694, 2501, 25,男,251,0.391304347826087,差不多,545.77833
 696, 2501, 25,男,151,0.391304347826087,差不多,567.44392
 697, 2501, 25,男,18,0.391304347826087,差不多,515.97757
 698, 2501, 25,男,63,0.391304347826087,差不多,478.09247
 699, 2501, 25,男,63,0.391304347826087,差不多,644.10853
 700, 2501, 25,男,251,0.391304347826087,差不多,609.2618
 701, 2501, 25,男,18,0.391304347826087,差不多,516.75045
 702, 2501, 25,男,151,0.391304347826087,差不多,498.40511
 703, 2501, 25,男,151,0.391304347826087,差不多,549.50419
 704, 2501, 25,女,63,0.391304347826087,差不多,484.1672
 705, 2501, 25,女,18,0.391304347826087,差不多,658.67371
 706, 2501, 25,女,5,0.391304347826087,差不多,474.79172
 707, 2501, 25,女,18,0.391304347826087,差不多,588.90984
 708, 2501, 25,女,18,0.391304347826087,差不多,621.7144
 709, 2501, 25,女,63,0.391304347826087,差不多,485.82704
 711, 2501, 25,女,18,0.391304347826087,差不多,574.5791
 712, 2501, 25,女,151,0.391304347826087,差不多,528.70354
 713, 2501, 25,女,151,0.391304347826087,差不多,600.52097
 714, 2601, 26,男,251,0.461538461538462,差不多,609.31657
 715, 2601, 26,男,18,0.461538461538462,差不多,571.77961
 716, 2601, 26,男,5,0.461538461538462,差不多,395.89861
 717, 2601, 26,男,151,0.461538461538462,差不多,654.81135
 718, 2601, 26,男,151,0.461538461538462,差不多,613.00409
 719, 2601, 26,男,251,0.461538461538462,差不多,620.42463
 720, 2601, 26,男,251,0.461538461538462,差不多,567.08998
 721, 2601, 26,男,63,0.461538461538462,差不多,525.88037
 722, 2601, 26,男,18,0.461538461538462,差不多,567.7397
 723, 2601, 26,男,18,0.461538461538462,差不多,478.33908
 724, 2601, 26,男,251,0.461538461538462,差不多,469.2731
 725, 2601, 26,男,151,0.461538461538462,差不多,603.43861
 726, 2601, 26,男,5,0.461538461538462,差不多,562.68909
 727, 2601, 26,男,18,0.461538461538462,差不多,529.32669
 728, 2601, 26,女,5,0.461538461538462,差不多,532.89993
 729, 2601, 26,女,5,0.461538461538462,差不多,473.82401
 730, 2601, 26,女,63,0.461538461538462,差不多,440.01426
 731, 2601, 26,女,63,0.461538461538462,差不多,659.94774
 732, 2601, 26,女,63,0.461538461538462,差不多,608.69565
 733, 2601, 26,女,251,0.461538461538462,差不多,633.41701
 734, 2601, 26,女,18,0.461538461538462,差不多,513.09423
 735, 2601, 26,女,251,0.461538461538462,差不多,479.78911
 736, 2601, 26,女,18,0.461538461538462,差不多,526.65219
 737, 2601, 26,女,18,0.461538461538462,差不多,588.63396
 738, 2601, 26,女,151,0.461538461538462,差不多,455.53914
 739, 2601, 26,女,18,0.461538461538462,差不多,583.62083
 740, 2701, 27,女,18,0.25,差不多,561.35701
 741, 2701, 27,女,18,0.25,差不多,462.37594
 742, 2701, 27,女,251,0.25,差不多,623.73474
 743, 2701, 27,女,18,0.25,差不多,535.99279
 744, 2701, 27,女,18,0.25,差不多,562.75024
 745, 2701, 27,女,151,0.25,差不多,573.61477
 746, 2701, 27,女,18,0.25,差不多,580.40037
 747, 2701, 27,男,63,0.25,差不多,594.00537
 748, 2701, 27,男,251,0.25,差不多,652.23567
 749, 2701, 27,男,63,0.25,差不多,555.90958
 750, 2701, 27,男,251,0.25,差不多,558.64146
 751, 2701, 27,男,63,0.25,差不多,534.17714
 752, 2701, 27,男,63,0.25,差不多,644.17615
 753, 2701, 27,男,251,0.25,差不多,613.38546
 754, 2701, 27,男,151,0.25,差不多,665.15976
 755, 2701, 27,男,63,0.25,差不多,560.53728
 756, 2701, 27,男,63,0.25,差不多,545.63797
 757, 2701, 27,男,18,0.25,差不多,534.86086
 758, 2701, 27,男,251,0.25,差不多,544.48353
 759, 2701, 27,男,18,0.25,差不多,517.20784
 760, 2701, 27,男,18,0.25,差不多,600.15216
 761, 2701, 27,男,5,0.25,差不多,521.12101
 762, 2701, 27,男,18,0.25,差不多,513.19344
 763, 2701, 27,男,18,0.25,差不多,593.0192
 764, 2701, 27,男,5,0.25,差不多,564.65157
 765, 2701, 27,男,63,0.25,差不多,584.02645
 766, 2701, 27,男,5,0.25,差不多,420.30622
 767, 2701, 27,男,151,0.25,差不多,588.01854
 768, 2801, 28,男,63,0.5,差不多,577.57121
 769, 2801, 28,男,151,0.5,差不多,556.63889
 770, 2801, 28,男,5,0.5,差不多,539.70823
 771, 2801, 28,男,5,0.5,差不多,594.36693
 772, 2801, 28,男,5,0.5,差不多,333.41646
 773, 2801, 28,男,18,0.5,差不多,493.96307
 774, 2801, 28,男,251,0.5,差不多,584.65163
 775, 2801, 28,男,63,0.5,差不多,563.58764
 776, 2801, 28,男,18,0.5,差不多,622.9691
 777, 2801, 28,男,18,0.5,差不多,598.01504
 778, 2801, 28,男,63,0.5,差不多,584.15927
 779, 2801, 28,男,63,0.5,差不多,542.45865
 780, 2801, 28,男,151,0.5,差不多,609.55324
 781, 2801, 28,女,151,0.5,差不多,672.88033
 782, 2801, 28,女,63,0.5,差不多,608.15364
 783, 2801, 28,女,63,0.5,差不多,590.16687
 784, 2801, 28,女,251,0.5,差不多,498.46355
 785, 2801, 28,女,251,0.5,差不多,581.99278
 786, 2801, 28,女,151,0.5,差不多,525.96451
 787, 2801, 28,女,5,0.5,差不多,562.13974
 788, 2801, 28,女,151,0.5,差不多,606.4569
 789, 2801, 28,女,18,0.5,差不多,535.29024
 791, 2801, 28,女,18,0.5,差不多,552.3461
 792, 2801, 28,女,251,0.5,差不多,586.34189
 793, 2801, 28,女,18,0.5,差不多,585.00672
 794, 2801, 28,女,151,0.5,差不多,632.7727
 795, 2901, 29,男,151,0.433333333333333,富有多,627.97904
 796, 2901, 29,男,251,0.433333333333333,富有多,573.50561
 797, 2901, 29,男,63,0.433333333333333,富有多,624.07756
 798, 2901, 29,男,251,0.433333333333333,富有多,688.52257
 799, 2901, 29,男,18,0.433333333333333,富有多,540.67507
 800, 2901, 29,男,151,0.433333333333333,富有多,602.10885
 801, 2901, 29,男,63,0.433333333333333,富有多,509.61053
 802, 2901, 29,男,151,0.433333333333333,富有多,689.2714
 803, 2901, 29,男,151,0.433333333333333,富有多,704.55333
 804, 2901, 29,男,151,0.433333333333333,富有多,618.64791
 805, 2901, 29,男,63,0.433333333333333,富有多,591.03103
 806, 2901, 29,男,151,0.433333333333333,富有多,515.76728
 807, 2901, 29,男,151,0.433333333333333,富有多,631.5491
 808, 2901, 29,男,251,0.433333333333333,富有多,579.66661
 809, 2901, 29,男,151,0.433333333333333,富有多,710.37305
 810, 2901, 29,男,18,0.433333333333333,富有多,576.56129
 811, 2901, 29,女,251,0.433333333333333,富有多,538.6641
 812, 2901, 29,女,18,0.433333333333333,富有多,607.48248
 813, 2901, 29,女,251,0.433333333333333,富有多,612.45638
 814, 2901, 29,女,251,0.433333333333333,富有多,679.91408
 815, 2901, 29,女,63,0.433333333333333,富有多,666.63915
 816, 2901, 29,女,63,0.433333333333333,富有多,601.55872
 817, 2901, 29,女,151,0.433333333333333,富有多,609.32034
 818, 2901, 29,女,251,0.433333333333333,富有多,595.884
 819, 2901, 29,女,151,0.433333333333333,富有多,540.19721
 820, 2901, 29,女,251,0.433333333333333,富有多,645.02389
 821, 2901, 29,女,63,0.433333333333333,富有多,595.51654
 822, 2901, 29,女,63,0.433333333333333,富有多,576.58669
 823, 2901, 29,女,63,0.433333333333333,富有多,552.46095
 824, 2901, 29,男,251,0.433333333333333,富有多,567.58582
 825, 3001, 30,男,251,0.458333333333333,差不多,608.44411
 826, 3001, 30,男,63,0.458333333333333,差不多,572.74964
 827, 3001, 30,男,5,0.458333333333333,差不多,476.56429
 828, 3001, 30,男,18,0.458333333333333,差不多,558.60021
 830, 3001, 30,男,251,0.458333333333333,差不多,487.54773
 831, 3001, 30,男,151,0.458333333333333,差不多,634.72088
 832, 3001, 30,男,63,0.458333333333333,差不多,533.44426
 833, 3001, 30,男,18,0.458333333333333,差不多,574.39673
 835, 3001, 30,男,5,0.458333333333333,差不多,572.36364
 836, 3001, 30,男,251,0.458333333333333,差不多,577.71292
 837, 3001, 30,男,5,0.458333333333333,差不多,516.5873
 839, 3001, 30,男,251,0.458333333333333,差不多,633.04008
 840, 3001, 30,男,5,0.458333333333333,差不多,497.65609
 841, 3001, 30,女,251,0.458333333333333,差不多,560.05613
 842, 3001, 30,女,18,0.458333333333333,差不多,574.73202
 843, 3001, 30,女,63,0.458333333333333,差不多,643.02895
 844, 3001, 30,女,251,0.458333333333333,差不多,614.1537
 845, 3001, 30,女,251,0.458333333333333,差不多,579.36532
 846, 3001, 30,女,18,0.458333333333333,差不多,582.773
 847, 3001, 30,女,5,0.458333333333333,差不多,530.98324
 848, 3001, 30,女,18,0.458333333333333,差不多,600.95847
 849, 3001, 30,女,18,0.458333333333333,差不多,623.37501
 850, 3001, 30,女,251,0.458333333333333,差不多,553.74782
 851, 3001, 30,女,63,0.458333333333333,差不多,601.82475
 852, 3101, 31,男,18,0.541666666666667,弱勢多,505.49509
 853, 3101, 31,男,5,0.541666666666667,弱勢多,448.70592
 854, 3101, 31,男,151,0.541666666666667,弱勢多,518.34161
 855, 3101, 31,男,18,0.541666666666667,弱勢多,568.84294
 856, 3101, 31,男,251,0.541666666666667,弱勢多,421.88453
 857, 3101, 31,男,5,0.541666666666667,弱勢多,441.95916
 858, 3101, 31,男,63,0.541666666666667,弱勢多,640.66521
 859, 3101, 31,男,18,0.541666666666667,弱勢多,345.05908
 860, 3101, 31,男,5,0.541666666666667,弱勢多,553.17336
 861, 3101, 31,男,5,0.541666666666667,弱勢多,434.54703
 862, 3101, 31,女,63,0.541666666666667,弱勢多,663.48727
 863, 3101, 31,女,251,0.541666666666667,弱勢多,595.26355
 864, 3101, 31,女,18,0.541666666666667,弱勢多,587.64712
 865, 3101, 31,女,18,0.541666666666667,弱勢多,611.44926
 866, 3101, 31,女,151,0.541666666666667,弱勢多,570.01293
